,Airline,Date_of_Journey,Source,Destination,Route,Total_Stops,Additional_Info,Price,journey_year,journey_month,journey_day,Dep_Time_hour,Dep_Time_minute,Arrival_Time_hour,Arrival_Time_minute,duration_hr
5024,Air Asia,2019-04-15,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,5192,2019,4,15,7,35,23,30,15
5025,Air India,2019-01-05,Kolkata,Banglore,CCU → BOM → COK → BLR,2 stops,No info,16372,2019,1,5,9,25,13,45,28
5026,Vistara,2019-04-24,Banglore,Delhi,BLR → DEL,non-stop,No info,5403,2019,4,24,11,30,14,20,2
5027,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,11200,2019,3,27,11,30,18,50,7
5028,IndiGo,2019-12-06,Chennai,Kolkata,MAA → CCU,non-stop,No info,3858,2019,12,6,11,35,14,0,2
5029,IndiGo,2019-06-04,Kolkata,Banglore,CCU → BLR,non-stop,No info,4174,2019,6,4,15,30,18,5,2
5030,Air India,2019-04-27,Delhi,Cochin,DEL → COK,non-stop,No info,5411,2019,4,27,18,5,21,10,3
5031,IndiGo,2019-05-15,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,3175,2019,5,15,16,55,18,25,1
5032,IndiGo,2019-05-24,Chennai,Kolkata,MAA → CCU,non-stop,No info,3858,2019,5,24,14,45,17,5,2
5033,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,13941,2019,1,5,20,0,4,40,8
5034,Air India,2019-06-15,Delhi,Cochin,DEL → HYD → BOM → COK,2 stops,No info,12182,2019,6,15,13,15,19,15,30
5035,IndiGo,2019-06-21,Banglore,Delhi,BLR → DEL,non-stop,No info,4990,2019,6,21,16,55,19,55,3
5036,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,1 stop,In-flight meal not included,10539,2019,9,6,20,25,22,5,25
5037,IndiGo,2019-09-03,Banglore,New Delhi,BLR → DEL,non-stop,No info,6860,2019,9,3,10,5,13,0,2
5038,Vistara,2019-06-03,Delhi,Cochin,DEL → COK,non-stop,No info,8001,2019,6,3,14,55,17,50,2
5039,Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,6,27,22,50,19,0,20
5040,Vistara,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,8085,2019,6,5,17,0,23,25,6
5041,IndiGo,2019-06-27,Banglore,Delhi,BLR → DEL,non-stop,No info,3419,2019,6,27,0,25,3,15,2
5042,Air India,2019-01-05,Kolkata,Banglore,CCU → DEL → COK → BLR,2 stops,No info,15164,2019,1,5,10,0,13,45,27
5043,IndiGo,2019-03-24,Kolkata,Banglore,CCU → BLR,non-stop,No info,6565,2019,3,24,17,15,20,0,2
5044,Jet Airways,2019-03-27,Delhi,Cochin,DEL → IDR → BOM → COK,2 stops,In-flight meal not included,9254,2019,3,27,5,25,18,50,13
5045,Air Asia,2019-06-06,Kolkata,Banglore,CCU → BBI → BLR,1 stop,No info,6857,2019,6,6,6,50,10,30,3
5046,Air India,2019-12-05,Kolkata,Banglore,CCU → DEL → COK → BLR,2 stops,No info,12140,2019,12,5,7,0,1,20,18
5047,SpiceJet,2019-06-06,Kolkata,Banglore,CCU → BLR,non-stop,No check-in baggage included,3841,2019,6,6,9,0,11,25,2
5048,Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,14781,2019,6,5,8,25,19,50,11
5049,Air India,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,8372,2019,5,18,10,0,7,40,21
5050,Air India,2019-01-04,Kolkata,Banglore,CCU → GAU → IMF → DEL → BLR,3 stops,No info,8607,2019,1,4,16,45,23,15,30
5051,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,13587,2019,6,24,10,0,21,0,11
5052,Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,15554,2019,5,18,20,55,4,25,7
5053,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,5,21,21,10,19,50,22
5054,IndiGo,2019-05-24,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,4392,2019,5,24,12,0,13,30,1
5055,Air India,2019-05-27,Banglore,Delhi,BLR → DEL,non-stop,No info,6961,2019,5,27,17,0,19,45,2
5056,Air India,2019-05-18,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,8907,2019,5,18,9,45,23,0,13
5057,IndiGo,2019-06-15,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,6442,2019,6,15,8,35,22,30,13
5058,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,8586,2019,5,15,14,5,23,35,9
5059,Air India,2019-05-15,Delhi,Cochin,DEL → JDH → BOM → COK,2 stops,No info,13486,2019,5,15,12,55,19,15,30
5060,Air India,2019-06-06,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,3100,2019,6,6,19,30,20,45,1
5061,Jet Airways,2019-06-03,Delhi,Cochin,DEL → UDR → BOM → COK,2 stops,In-flight meal not included,15812,2019,6,3,17,55,4,25,34
5062,Air India,2019-04-24,Delhi,Cochin,DEL → COK,non-stop,No info,5201,2019,4,24,18,5,21,10,3
5063,IndiGo,2019-03-03,Delhi,Cochin,DEL → HYD → MAA → COK,2 stops,No info,9413,2019,3,3,7,35,21,20,13
5064,Air India,2019-06-06,Delhi,Cochin,DEL → CCU → BOM → COK,2 stops,No info,13591,2019,6,6,20,15,19,15,23
5065,Jet Airways,2019-01-06,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,5678,2019,1,6,2,55,4,20,1
5066,Air India,2019-03-03,Banglore,New Delhi,BLR → HYD → DEL,1 stop,No info,6781,2019,3,3,8,15,23,10,14
5067,Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,1 stop,In-flight meal not included,7832,2019,3,21,18,40,11,25,16
5068,Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,14053,2019,9,3,16,0,18,50,26
5069,Jet Airways,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,In-flight meal not included,10703,2019,9,5,20,25,9,45,13
5070,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,13727,2019,5,15,17,30,1,30,8
5071,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7408,2019,6,24,13,0,21,0,8
5072,Jet Airways,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,1 stop,No info,20800,2019,1,3,14,5,11,25,21
5073,Air India,2019-03-06,Delhi,Cochin,DEL → UDR → BOM → COK,2 stops,No info,11911,2019,3,6,13,20,7,40,18
5074,Vistara,2019-03-04,Banglore,Delhi,BLR → DEL,non-stop,No info,5403,2019,3,4,7,0,9,40,2
5075,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,1 stop,In-flight meal not included,13469,2019,6,6,9,35,19,10,9
5076,Jet Airways,2019-06-06,Delhi,Cochin,DEL → IDR → BOM → COK,2 stops,In-flight meal not included,11270,2019,6,6,21,25,12,35,15
5077,Air Asia,2019-06-24,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,6152,2019,6,24,20,45,6,35,9
5078,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,12452,2019,3,27,8,0,4,25,20
5079,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,5,15,16,30,16,20,23
5080,IndiGo,2019-05-18,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,8216,2019,5,18,11,55,22,30,10
5081,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,13626,2019,12,6,6,30,19,50,13
5082,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → HYD → MAA → COK,2 stops,No info,7084,2019,6,3,7,5,21,20,14
5083,Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7575,2019,9,5,4,55,19,15,14
5084,Air India,2019-03-03,Banglore,New Delhi,BLR → HYD → DEL,1 stop,No info,6781,2019,3,3,8,15,8,50,24
5085,Jet Airways,2019-06-06,Banglore,Delhi,BLR → DEL,non-stop,In-flight meal not included,6478,2019,6,6,7,10,10,10,3
5086,SpiceJet,2019-03-15,Mumbai,Hyderabad,BOM → HYD,non-stop,No check-in baggage included,2385,2019,3,15,5,45,7,5,1
5087,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,9385,2019,5,18,13,0,21,0,8
5088,GoAir,2019-04-18,Banglore,Delhi,BLR → DEL,non-stop,No info,5048,2019,4,18,7,45,10,40,2
5089,IndiGo,2019-12-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,5058,2019,12,6,20,25,1,30,5
5090,Multiple carriers Premium economy,2019-03-21,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,11269,2019,3,21,6,0,13,20,7
5091,Multiple carriers,2019-09-04,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7363,2019,9,4,19,0,1,30,6
5092,Air India,2019-09-03,Delhi,Cochin,DEL → HYD → BOM → COK,2 stops,No info,11762,2019,9,3,21,30,19,15,21
5093,Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,15764,2019,6,3,15,5,4,25,13
5094,Jet Airways,2019-12-06,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,12,6,10,0,4,25,18
5095,Jet Airways,2019-03-06,Delhi,Cochin,DEL → NAG → BOM → COK,2 stops,In-flight meal not included,10919,2019,3,6,14,35,12,35,22
5096,Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,6,15,17,30,19,0,25
5097,Air India,2019-06-05,Kolkata,Banglore,CCU → IXR → DEL → BLR,2 stops,No info,11883,2019,6,5,5,50,23,15,17
5098,SpiceJet,2019-03-21,Kolkata,Banglore,CCU → BLR,non-stop,No info,3847,2019,3,21,22,20,0,40,2
5099,Jet Airways,2019-12-06,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,5678,2019,12,6,19,35,21,5,1
5100,Vistara,2019-12-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,8662,2019,12,5,7,10,22,40,15
5101,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,12898,2019,5,27,14,0,4,25,14
5102,SpiceJet,2019-12-05,Banglore,Delhi,BLR → DEL,non-stop,No info,4423,2019,12,5,21,10,0,5,2
5103,Air India,2019-12-06,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,8991,2019,12,6,17,40,8,15,14
5104,SpiceJet,2019-05-15,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,5409,2019,5,15,17,55,22,50,4
5105,IndiGo,2019-04-27,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,6442,2019,4,27,8,35,16,10,7
5106,Air India,2019-05-24,Kolkata,Banglore,CCU → BBI → BOM → BLR,2 stops,No info,9941,2019,5,24,12,0,21,50,9
5107,IndiGo,2019-03-21,Delhi,Cochin,DEL → HYD → MAA → COK,2 stops,No info,6494,2019,3,21,6,40,21,20,14
5108,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7198,2019,6,24,17,0,1,30,8
5109,SpiceJet,2019-09-03,Banglore,New Delhi,BLR → DEL,non-stop,No info,7110,2019,9,3,5,45,8,35,2
5110,Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,1 stop,In-flight meal not included,11087,2019,12,3,18,55,9,30,14
5111,IndiGo,2019-09-05,Kolkata,Banglore,CCU → BLR,non-stop,No info,4804,2019,9,5,20,20,22,55,2
5112,IndiGo,2019-06-15,Banglore,Delhi,BLR → DEL,non-stop,No info,4823,2019,6,15,7,10,10,5,2
5113,Jet Airways,2019-12-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,14151,2019,12,5,9,35,19,10,9
5114,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10791,2019,6,27,6,0,19,0,13
5115,Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,7980,2019,1,4,7,10,9,5,25
5116,Air India,2019-04-27,Delhi,Cochin,DEL → TRV → COK,1 stop,No info,6587,2019,4,27,5,15,6,50,25
5117,Vistara,2019-06-05,Chennai,Kolkata,MAA → CCU,non-stop,No info,3687,2019,6,5,7,5,9,20,2
5118,Air India,2019-05-15,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,No info,13307,2019,5,15,18,45,19,15,24
5119,Air India,2019-03-24,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,2050,2019,3,24,15,0,16,25,1
5120,Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,10197,2019,9,5,9,0,19,0,10
5121,Vistara,2019-06-24,Banglore,Delhi,BLR → DEL,non-stop,No info,4668,2019,6,24,21,0,23,50,2
5122,IndiGo,2019-05-24,Banglore,Delhi,BLR → DEL,non-stop,No info,4990,2019,5,24,13,0,15,50,2
5123,IndiGo,2019-05-24,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,4049,2019,5,24,6,25,7,55,1
5124,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7933,2019,6,15,9,0,21,0,12
5125,IndiGo,2019-06-05,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,4049,2019,6,5,9,10,10,40,1
5126,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,6645,2019,3,27,7,5,4,25,21
5127,Jet Airways,2019-06-18,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,8040,2019,6,18,8,45,10,15,1
5128,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,8098,2019,3,21,13,0,1,35,12
5129,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,3,6,2,15,19,0,16
5130,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,1 stop,No info,12284,2019,3,18,18,40,7,40,13
5131,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,3,6,15,0,19,0,28
5132,IndiGo,2019-12-04,Banglore,Delhi,BLR → DEL,non-stop,No info,4990,2019,12,4,20,0,22,50,2
5133,Air India,2019-03-18,Banglore,New Delhi,BLR → BOM → NAG → DEL,2 stops,No info,12568,2019,3,18,17,25,10,35,17
5134,Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,11841,2019,6,5,14,5,23,35,9
5135,Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,18371,2019,6,15,2,15,12,35,10
5136,SpiceJet,2019-01-03,Banglore,New Delhi,BLR → PNQ → DEL,1 stop,No info,23267,2019,1,3,10,20,18,15,7
5137,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,13067,2019,1,5,9,35,23,35,14
5138,IndiGo,2019-06-21,Chennai,Kolkata,MAA → CCU,non-stop,No info,5277,2019,6,21,22,5,0,25,2
5139,Air India,2019-05-27,Delhi,Cochin,DEL → HYD → BOM → COK,2 stops,No info,13879,2019,5,27,17,15,7,40,14
5140,IndiGo,2019-09-04,Kolkata,Banglore,CCU → BLR,non-stop,No info,4174,2019,9,4,17,15,19,50,2
5141,Air India,2019-09-05,Delhi,Cochin,DEL → AMD → BOM → COK,2 stops,No info,10178,2019,9,5,19,45,19,15,23
5142,Jet Airways,2019-12-06,Delhi,Cochin,DEL → LKO → BOM → COK,2 stops,No info,13882,2019,12,6,11,45,4,25,16
5143,Vistara,2019-05-21,Banglore,Delhi,BLR → DEL,non-stop,No info,4878,2019,5,21,19,30,22,15,2
5144,Vistara,2019-06-27,Banglore,Delhi,BLR → DEL,non-stop,No info,4668,2019,6,27,9,45,12,35,2
5145,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,5,21,20,0,22,35,26
5146,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7005,2019,6,27,8,45,21,0,12
5147,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,12898,2019,5,21,2,15,12,35,10
5148,Air India,2019-06-15,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,9929,2019,6,15,3,50,19,15,15
5149,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,14714,2019,1,6,10,0,19,0,9
5150,Air India,2019-04-21,Delhi,Cochin,DEL → COK,non-stop,No info,6094,2019,4,21,5,10,8,0,2
5151,Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,1 stop,No info,16736,2019,6,3,11,40,23,0,11
5152,Jet Airways,2019-03-04,Banglore,Delhi,BLR → DEL,non-stop,No info,7229,2019,3,4,11,10,14,5,2
5153,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,8882,2019,5,18,4,55,12,35,7
5154,Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,10197,2019,9,5,8,0,19,0,11
5155,IndiGo,2019-12-05,Kolkata,Banglore,CCU → BLR,non-stop,No info,4804,2019,12,5,20,20,22,55,2
5156,IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,13628,2019,3,3,7,30,13,20,5
5157,Vistara,2019-05-27,Delhi,Cochin,DEL → COK,non-stop,No info,6216,2019,5,27,14,40,17,50,3
5158,Air India,2019-05-21,Delhi,Cochin,DEL → TRV → COK,1 stop,No info,7480,2019,5,21,5,15,6,50,25
5159,Air India,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,11936,2019,12,6,10,0,16,15,6
5160,SpiceJet,2019-03-18,Chennai,Kolkata,MAA → CCU,non-stop,No info,3859,2019,3,18,8,20,10,35,2
5161,Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,8586,2019,12,5,20,0,10,5,14
5162,Vistara,2019-01-03,Banglore,New Delhi,BLR → DEL,non-stop,No info,21730,2019,1,3,21,10,0,5,2
5163,IndiGo,2019-01-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,6628,2019,1,6,17,10,1,30,8
5164,Air India,2019-01-05,Kolkata,Banglore,CCU → BBI → BOM → BLR,2 stops,No info,10151,2019,1,5,12,0,7,55,19
5165,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,11467,2019,5,21,17,0,14,25,21
5166,IndiGo,2019-06-15,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,7010,2019,6,15,5,10,10,5,4
5167,Jet Airways,2019-03-04,Banglore,Delhi,BLR → DEL,non-stop,No info,7229,2019,3,4,17,45,20,45,3
5168,IndiGo,2019-09-03,Banglore,New Delhi,BLR → DEL,non-stop,No info,8033,2019,9,3,13,10,16,10,3
5169,Jet Airways,2019-05-18,Banglore,Delhi,BLR → DEL,non-stop,No info,7229,2019,5,18,11,10,14,5,2
5170,IndiGo,2019-09-06,Kolkata,Banglore,CCU → PNQ → BLR,1 stop,No info,6911,2019,9,6,21,0,2,15,5
5171,Jet Airways,2019-06-27,Delhi,Cochin,DEL → ATQ → BOM → COK,2 stops,No info,14300,2019,6,27,20,0,19,0,23
5172,Air India,2019-09-06,Kolkata,Banglore,CCU → DEL → COK → BLR,2 stops,No info,13033,2019,9,6,7,0,1,20,18
5173,IndiGo,2019-05-24,Banglore,Delhi,BLR → DEL,non-stop,No info,3943,2019,5,24,4,0,6,50,2
5174,SpiceJet,2019-09-03,Banglore,New Delhi,BLR → DEL,non-stop,No info,6205,2019,9,3,9,35,12,30,2
5175,IndiGo,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,14871,2019,6,3,11,30,21,0,9
5176,Jet Airways,2019-05-18,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,5678,2019,5,18,2,55,4,20,1
5177,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,16108,2019,1,6,11,30,19,15,7
5178,Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,1 stop,No info,17261,2019,6,3,20,35,9,30,12
5179,SpiceJet,2019-12-05,Banglore,Delhi,BLR → DEL,non-stop,No info,3311,2019,12,5,5,55,8,35,2
5180,IndiGo,2019-12-04,Kolkata,Banglore,CCU → BLR,non-stop,No info,4174,2019,12,4,11,30,14,5,2
5181,IndiGo,2019-09-06,Banglore,Delhi,BLR → DEL,non-stop,No info,4823,2019,9,6,16,55,19,45,2
5182,Air India,2019-09-03,Banglore,New Delhi,BLR → COK → DEL,1 stop,No info,8425,2019,9,3,22,0,13,20,15
5183,Jet Airways,2019-05-15,Banglore,Delhi,BLR → DEL,non-stop,No info,7229,2019,5,15,11,10,14,5,2
5184,GoAir,2019-09-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,5281,2019,9,6,10,35,19,35,9
5185,Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,17549,2019,9,3,8,0,4,25,20
5186,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,13797,2019,3,6,8,0,21,0,13
5187,IndiGo,2019-12-04,Banglore,Delhi,BLR → DEL,non-stop,No info,4823,2019,12,4,8,30,11,20,2
5188,Air India,2019-03-06,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,7258,2019,3,6,17,40,9,35,15
5189,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,18192,2019,3,3,12,50,1,35,12
5190,Air India,2019-01-05,Kolkata,Banglore,CCU → DEL → AMD → BLR,2 stops,No info,13899,2019,1,5,10,0,5,25,19
5191,Jet Airways,2019-09-05,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,9,5,14,5,20,45,6
5192,Jet Airways,2019-12-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,14151,2019,12,5,9,35,9,45,24
5193,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,15147,2019,6,3,15,15,1,35,10
5194,GoAir,2019-06-15,Banglore,Delhi,BLR → DEL,non-stop,No info,3898,2019,6,15,7,45,10,40,2
5195,IndiGo,2019-05-15,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,6818,2019,5,15,5,5,16,10,11
5196,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,14781,2019,5,15,16,30,12,0,19
5197,Air Asia,2019-05-21,Kolkata,Banglore,CCU → IXR → DEL → BLR,2 stops,No info,5192,2019,5,21,15,10,23,30,8
5198,Jet Airways,2019-06-27,Delhi,Cochin,DEL → BHO → BOM → COK,2 stops,No info,14441,2019,6,27,5,30,12,35,7
5199,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,14151,2019,5,24,20,25,21,5,24
5200,IndiGo,2019-05-18,Kolkata,Banglore,CCU → BBI → BLR,1 stop,No info,4226,2019,5,18,19,35,23,15,3
5201,Air India,2019-05-27,Delhi,Cochin,DEL → CCU → BOM → COK,2 stops,No info,13381,2019,5,27,20,15,19,15,23
5202,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,10678,2019,6,15,4,55,19,0,14
5203,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,12242,2019,3,27,11,30,18,50,7
5204,Jet Airways,2019-06-21,Mumbai,Hyderabad,BOM → HYD,non-stop,In-flight meal not included,4995,2019,6,21,2,55,4,20,1
5205,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,1,6,20,55,4,25,7
5206,SpiceJet,2019-04-15,Kolkata,Banglore,CCU → BLR,non-stop,No check-in baggage included,3841,2019,4,15,22,20,0,40,2
5207,Jet Airways,2019-09-05,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,9663,2019,9,5,20,0,12,0,16
5208,IndiGo,2019-04-18,Kolkata,Banglore,CCU → BLR,non-stop,No info,5224,2019,4,18,11,30,14,5,2
5209,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,14533,2019,5,18,7,5,19,15,12
5210,SpiceJet,2019-05-24,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,2017,2019,5,24,22,45,0,15,1
5211,Jet Airways,2019-12-06,Banglore,Delhi,BLR → DEL,non-stop,In-flight meal not included,5769,2019,12,6,18,55,22,0,3
5212,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,11622,2019,3,21,10,45,18,50,8
5213,IndiGo,2019-03-04,Banglore,Delhi,BLR → DEL,non-stop,No info,4823,2019,3,4,18,55,21,50,2
5214,Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,1 stop,In-flight meal not included,7832,2019,3,21,14,5,11,25,21
5215,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,9001,2019,6,24,7,30,19,15,11
5216,IndiGo,2019-06-27,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,2754,2019,6,27,12,0,13,30,1
5217,Jet Airways,2019-05-24,Banglore,Delhi,BLR → DEL,non-stop,No info,7229,2019,5,24,7,10,10,10,3
5218,IndiGo,2019-09-03,Delhi,Cochin,DEL → TRV → COK,1 stop,No info,6937,2019,9,3,21,5,1,45,4
5219,Air India,2019-06-06,Kolkata,Banglore,CCU → DEL → COK → BLR,2 stops,No info,13033,2019,6,6,10,0,1,20,15
5220,SpiceJet,2019-03-05,Banglore,Delhi,BLR → DEL,non-stop,No info,3625,2019,3,5,5,55,8,35,2
5221,Jet Airways,2019-06-27,Delhi,Cochin,DEL → IDR → BOM → COK,2 stops,No info,13292,2019,6,27,21,25,19,0,21
5222,Air India,2019-12-03,Banglore,New Delhi,BLR → BOM → NAG → DEL,2 stops,No info,12778,2019,12,3,8,50,10,15,25
5223,SpiceJet,2019-01-06,Kolkata,Banglore,CCU → BLR,non-stop,No check-in baggage included,3841,2019,1,6,14,55,17,25,2
5224,IndiGo,2019-03-18,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,2227,2019,3,18,21,20,22,45,1
5225,SpiceJet,2019-09-05,Kolkata,Banglore,CCU → PNQ → BLR,1 stop,No info,6171,2019,9,5,8,35,17,15,8
5226,Air India,2019-12-05,Kolkata,Banglore,CCU → BBI → BOM → BLR,2 stops,No info,10676,2019,12,5,12,0,7,55,19
5227,Jet Airways,2019-06-24,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,No info,13014,2019,6,24,19,30,12,35,17
5228,IndiGo,2019-03-18,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,2754,2019,3,18,2,30,4,0,1
5229,Air India,2019-03-27,Delhi,Cochin,DEL → HYD → BOM → COK,2 stops,No info,8367,2019,3,27,17,15,7,40,14
5230,Jet Airways,2019-03-04,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,5177,2019,3,4,2,15,4,25,26
5231,SpiceJet,2019-04-18,Kolkata,Banglore,CCU → BLR,non-stop,No info,4174,2019,4,18,17,10,19,40,2
